Feature	Gain	Cover	Frequency
Master_mpagominimo	0.00403765202961767	0.00490304730465843	0.00513741217434558
ctarjeta_visa_debitos_automaticos	0.00402380629546971	0.00406915771783152	0.00544829944662066
ctarjeta_debito	0.00389274055024575	0.00537371652161459	0.00579416153702667
Visa_mconsumosdolares	0.00387650811975548	0.00558641348368002	0.0059690356276814
cextraccion_autoservicio	0.0036639794260346	0.00625490799416476	0.00301172045016477
Master_msaldopesos	0.00365241805747292	0.00902281307510628	0.00540943853758627
Master_msaldototal	0.00356116203659583	0.00403846078274347	0.00529285581048312
Master_status	0.00355081810217574	0.00540015436762655	0.00145339799788597
ccallcenter_trx	0.00350168665826093	0.00849702778524914	0.00313996144997824
cpagomiscuentas	0.00290176640287924	0.00745895581007518	0.00480709444755332
ccaja_ahorro	0.00287593803285769	0.00548378894594426	0.00246378163277995
Master_fultimo_cierre	0.00283555573311064	0.00349440484328633	0.00451952372069888
ccuenta_debitos_automaticos	0.00280409244943807	0.00752279303580607	0.00394826835789343
Visa_fultimo_cierre	0.00271856660399253	0.00245982083363469	0.00389774917614873
Master_mconsumospesos	0.00260338261834166	0.00423728855941965	0.00491201890194616
mdescubierto_preacordado	0.00208532588391943	0.00295778034519394	0.0014767145433066
matm	0.00202608545035515	0.0044955946749901	0.00362960890381148
tcallcenter	0.00196715569137089	0.000833640205064132	0.000625660635453585
ccajas_otras	0.00192742698642696	0.00575321924529643	0.000781104271591121
Visa_mpagosdolares	0.00179440841107141	0.00371325862881782	0.00270860535969657
mplazo_fijo_dolares	0.00178966530779137	0.0113202886339386	0.00202076726978798
cmobile_app_trx	0.00161212031131435	0.000720415703385867	0.00148837281601691
ccajas_consultas	0.00149128390212526	0.00634186743737583	0.00150003108872723
Master_cconsumos	0.00135375529417081	0.00289296519152063	0.00242492072374557
catm_trx	0.00131403112061306	0.00962456698844297	0.00284073245041348
Master_mconsumototal	0.00129697187368756	0.0022488663900292	0.00266585835975875
cseguro_accidentes_personales	0.00123789069567891	0.00352512858635068	0.00169044954299571
Visa_Finiciomora	0.00120070289728937	0.00288510572364342	0.00110753590747995
mtarjeta_master_consumo	0.00107922483391175	0.00251795787260518	0.0021645526332152
Visa_msaldodolares	0.00104535602544804	0.00307456309885341	0.00194304545171921
mcheques_emitidos	0.00101671985520103	0.00319568536551789	0.000388609090343841
ccaja_seguridad	0.000974892560204458	0.00376502573217447	0.00100261145308711
active_quarter	0.000909067464186526	0.000342050854395841	0.000470216999316048
internet	0.000853747833875881	0.00509655358539918	0.00139122054343095
ctarjeta_master	0.000783519238068414	0.000230419512452373	0.000408039544861033
mtarjeta_visa_descuentos	0.000761570273840417	0.00806336326251201	0.00188086799726419
ctarjeta_master_trx	0.00070750105892376	0.0033086895461808	0.00148837281601691
mttarjeta_master_debitos_automaticos	0.000652694267237425	0.00285396026182575	0.00127075172542436
tpaquete9	0.000634814953210205	0.0026831040177388	0.00073447118074986
tpaquete7	0.000626298268312294	0.00277993532926698	0.000606230180936392
cinversion1	0.000609575347543826	0.00489739284915173	0.000641204999067338
Master_mpagado	0.000595553011719115	0.00500043324843591	0.00115805508922465
Visa_status	0.000592439777304199	0.00179653315303547	0.000598457999129516
matm_other	0.000566841795486432	0.00218262883667185	0.00119691599825903
Visa_delinquency	0.000557487214422792	0.00110050279589576	0.000625660635453585
tmobile_app	0.00054419053735115	0.00355006924067748	0.000680065908101722
cplazo_fijo	0.000501823944691647	0.00236989899640317	0.000419697817571349
minversion2	0.000480035079542584	0.00444413439905976	0.000652863271777653
Master_msaldodolares	0.000451209051283528	0.00310411202177962	0.000621774544550146
catm_trx_other	0.000414379595408203	0.00375034171947176	0.000967636634956165
ctarjeta_master_debitos_automaticos	0.000366214973239884	0.00369782466860987	0.000870484362370205
ccajas_trx	0.000349838409586849	0.000363392256307077	0.000225393272399428
mcaja_ahorro_adicional	0.000339705503487008	0.00242322794597607	0.000602344090032954
ccajas_extracciones	0.000335133666069893	0.00286592720728278	0.000621774544550146
cseguro_vivienda	0.000291316901607601	0.000612159463131698	0.000446900453895418
Master_mpagosdolares	0.000288889103984556	0.00020973907358722	0.000357520363116334
tcuentas	0.000272075828648058	0.00637782526885623	0.000889914816887397
mforex_sell	0.000204636624979723	0.00269181503309869	0.000715040726232668
ccajeros_propios_descuentos	0.000204454330176835	0.00385807171239272	0.00048964745383324
Master_mconsumosdolares	0.000190273670613794	0.000175196432923284	0.000361406454019772
cseguro_vida	0.000188992319483646	0.000395074328205112	0.000307001181371635
tpaquete1	0.000175988703319517	0.00238899461078667	0.000345862090406019
ccheques_emitidos	0.000175743160376515	0.000729790835671403	9.32661816825219e-05
cseguro_auto	0.00017288476086899	0.00394740692802506	0.000485761362929802
ctarjeta_visa	0.000165385611654166	7.09453944401776e-05	0.000108810545296276
ccheques_depositados	0.000144508538622197	0.00291852242930248	0.000357520363116334
Visa_madelantopesos	0.000137277392524482	7.73069948008863e-05	0.000186532363365044
ctarjeta_visa_descuentos	0.00011366125661846	0.000731655229048832	0.00031865945408195
minversion1_pesos	9.35923472479515e-05	0.000621470841994589	8.54939998756451e-05
mcheques_depositados	8.63595091334189e-05	0.0013968437979176	0.000233165454206305
mprestamos_prendarios	8.04210070060638e-05	0.00170939146064093	0.000237051545109743
cforex	6.30597553117226e-05	0.000122834372714319	8.54939998756451e-05
ccajas_depositos	6.1744498406981e-05	0.00150878399478137	0.000217621090592551
Master_madelantopesos	5.7624459091787e-05	2.46419368765225e-05	5.82913635515762e-05
Master_delinquency	5.01830810207727e-05	6.92661788486651e-05	8.93800907790835e-05
Visa_cadelantosefectivo	4.31140020447043e-05	3.84174069872549e-05	6.6063545358453e-05
Master_madelantodolares	4.10569450996284e-05	2.61134469709362e-05	3.88609090343841e-05
cinversion2	2.11388033151592e-05	2.80485773614772e-05	4.27469999378225e-05
mcajeros_propios_descuentos	2.10077480374242e-05	9.64222082931081e-05	6.21774544550146e-05
cforex_sell	1.99484636288497e-05	3.86861625816572e-05	4.6633090841261e-05
cprestamos_prendarios	1.98714941176591e-05	0.000293741529428534	4.6633090841261e-05
Visa_madelantodolares	1.59961893216408e-05	2.16991419648068e-05	3.88609090343841e-05
Master_cadelantosefectivo	5.70015677562162e-06	6.85428140426084e-06	1.55443636137537e-05
mtarjeta_master_descuentos	1.21522082763836e-06	7.96151840886026e-06	3.88609090343841e-06
