fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	ganancia	iteracion
20220531 001214	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	334	TRUE	111599	0.021666024827758	0.331207080997862	6610	321	0.0131760081694126	13106000	145
20220531 001230	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	40	TRUE	111599	0.0794987788261387	0.569539761453122	5525	396	0.0175225168324543	12953000	146
20220531 001242	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	22	TRUE	111599	0.175520607552736	0.457411318502998	6041	337	0.0182000286001561	12525000	147
20220531 001253	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	18	TRUE	111599	0.251295938224342	0.392421307524067	7264	958	0.0162775268780448	12604000	148
20220531 001307	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	30	TRUE	111599	0.160088733450368	0.44192929790726	2533	333	0.020190160355695	12384000	149
20220531 001324	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	43	TRUE	111599	0.12618710905252	0.68990300892134	5200	1020	0.0153338039188228	12913000	150
20220531 001342	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	24	TRUE	111599	0.0915596896284944	0.285842592469058	911	663	0.0127538488482239	13049000	151
20220531 001353	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	23	TRUE	111599	0.26592846291204	0.407233852170778	4785	803	0.0147365570418574	12412000	152
20220531 001406	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	56	TRUE	111599	0.132272685856507	0.717658658534942	4100	657	0.0145843812222407	12943000	153
20220531 001415	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	17	TRUE	111599	0.211378157804629	0.91446679495643	7998	1019	0.0155772016024465	12943000	154
20220531 001426	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	20	TRUE	111599	0.297423018894196	0.537338561176124	6766	253	0.0179850399567278	12037000	155
20220531 001439	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	45	TRUE	111599	0.129674309061611	0.220067636750789	7417	19	0.017588687260535	13381000	156
20220531 001449	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	16	TRUE	111599	0.199651704755753	0.706863174329011	3081	1007	0.0167442663082735	12578000	157
20220531 001500	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	11	TRUE	111599	0.298653063610577	0.545801575614707	2191	81	0.0132157317595582	12193000	158
20220531 001511	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	18	TRUE	111599	0.221997492318568	0.221194379200902	2269	884	0.0113140299427604	12200000	159
20220531 001533	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	77	TRUE	111599	0.0460484710980647	0.68277840375987	2484	931	0.0136518184155077	12944000	160
20220531 001601	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	216	TRUE	111599	0.0567807350912666	0.206157193726228	951	17	0.0147428176579613	13452000	161
20220531 001614	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	34	TRUE	111599	0.122131840274217	0.354161785756077	6760	375	0.0193747053898182	12486000	162
20220531 001625	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	33	TRUE	111599	0.216474486751963	0.210266996028841	7549	18	0.0158373070891605	13513000	163
20220531 001638	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	21	TRUE	111599	0.12324798393862	0.316273985665175	3037	39	0.0130972025069289	13233000	164
20220531 001809	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	420	TRUE	111599	0.0119011083940335	0.521999091492443	4199	885	0.0142299954972277	13333000	165
20220531 001947	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	532	TRUE	111599	0.0104763075533082	0.525491902613828	6458	891	0.0168147721171867	13079000	166
20220531 001959	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	30	TRUE	111599	0.148148136512368	0.596804374745542	7995	26	0.0157842638104366	12841000	167
20220531 002011	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	38	TRUE	111599	0.167850823437534	0.200207896910197	7985	1024	0.0158065581947221	13363000	168
20220531 002021	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	29	TRUE	111599	0.266816239967323	0.20292174318909	6399	1024	0.0157912010002418	12510000	169
20220531 002031	binary	custom	TRUE	TRUE	FALSE	-100	111599	-1	0	0	0	31	30	TRUE	111599	0.240871444632659	0.216578478345765	7998	725	0.0157326181257204	13231000	170
